thisRow.t,notes,welcome.started,keyWelcome.started,welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,taskSI.started,keySI.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.08861280000019178,0.09939930000018649,0.7860479000000851,space,0.6782228000001851,None,,,123,2025-04-08_14h43.04.889,scalar-implicatures,2024.2.4,59.869950493638726,2025-04-08 14h43.08.667750 +0200,
,,,,,,,,0.7860723000003418,0.8002630999999383,,,,,,,
