id,scale_term,scale_type,condition,speaker,sentence,negation,thisN,thisTrialN,thisRepN,implicatures.thisRepN,implicatures.thisTrialN,implicatures.thisN,implicatures.thisIndex,thisRow.t,notes,welcome.started,keyWelcome.started,welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,insSI.started,keySI.started,insSI.stopped,keySI.keys,keySI.rt,keySI.duration,fix.started,fix_rand.started,fix_rand.stopped,fix.stopped,trial.started,stimSI.started,respSI.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.01876540000012028,0.03419690000009723,3.820442499999899,space,3.778111600000102,None,,,,,,,,,,,,,,557657,001,2025-04-08_14h00.16.263,scalar-implicatures,2024.2.4,60.11009765473132,2025-04-08 14h00.19.857971 +0200,
,,,,,,,,,,,,,,,,,,,,,,3.8204666000001453,3.8342751999998654,4.0358289000000696,space,0.1915450999999848,None,,,,,,,,557657,001,2025-04-08_14h00.16.263,scalar-implicatures,2024.2.4,60.11009765473132,2025-04-08 14h00.19.857971 +0200,
35,joli/fort,None,filler-false,Julie,le modèle est joli,le modèle n'est pas fort,0,0,0,0,0,0,34,4.050891599999886,,,,,,,,,,,,,,4.0437903000001825,4.050891599999886,5.251199700000143,5.235924799999793,5.242891500000042,5.251199700000143,5.251199700000143,,,,,,,,
